Date,Open,High,Low,Close,Adj Close,Volume
2008-08-04,203.750000,210.000000,202.750000,203.837494,153.179703,5238928
2008-08-05,203.850006,208.750000,201.312500,207.425003,155.875610,4768200
2008-08-06,209.975006,217.487503,209.100006,215.137497,161.671326,5009932
2008-08-07,214.750000,217.475006,211.250000,213.337494,160.318680,3072320
2008-08-08,211.237503,214.250000,208.350006,211.274994,158.768799,2086672
2008-08-11,213.000000,214.449997,206.125000,208.487503,156.674072,3405100
2008-08-12,208.750000,210.925003,203.750000,204.812500,153.912384,3323504
2008-08-13,200.000000,209.425003,200.000000,207.074997,155.612549,3697968
2008-08-14,207.250000,211.162506,202.750000,208.300003,156.533112,3741508
2008-08-18,210.000000,213.100006,208.750000,210.387497,158.101868,1956648
2008-08-19,211.125000,212.750000,208.774994,210.312500,158.045502,1953300
2008-08-20,210.675003,212.250000,208.750000,210.399994,158.111252,1127256
2008-08-21,209.000000,210.500000,203.800003,204.462494,153.649414,1976516
2008-08-22,204.750000,206.187500,200.875000,204.750000,153.865356,2645284
2008-08-25,206.000000,208.750000,204.000000,204.550003,153.715073,942244
2008-08-26,202.487503,209.237503,202.487503,208.512497,156.692749,2205004
2008-08-27,205.024994,209.000000,203.274994,204.612503,153.762085,2131788
2008-08-28,205.000000,206.062500,195.662506,198.087494,148.858643,6580688
2008-08-29,200.000000,204.987503,200.000000,203.050003,152.587845,1998500
2008-09-01,203.750000,205.000000,201.750000,203.737503,153.104507,1527432
2008-09-02,203.737503,213.250000,203.737503,212.199997,159.463913,2647848
2008-09-04,211.250000,213.699997,208.087494,211.050003,158.599747,2461676
2008-09-05,212.500000,212.500000,206.250000,209.600006,157.510117,2445368
2008-09-08,215.000000,218.600006,210.500000,214.175003,160.948044,5170432
2008-09-09,213.750000,217.925003,210.000000,216.199997,162.469849,2815328
2008-09-10,215.287506,217.550003,212.024994,212.725006,159.858475,3063456
2008-09-11,212.725006,217.000000,207.250000,209.175003,157.190704,1908976
2008-09-12,216.250000,216.250000,200.237503,202.637497,152.277878,3573964
2008-09-15,195.000000,199.750000,186.250000,190.149994,142.893829,8550948
2008-09-16,187.375000,187.750000,181.250000,187.212494,140.686295,5072364
2008-09-17,187.000000,191.162506,182.000000,182.524994,137.163742,4200868
2008-09-18,182.000000,187.250000,167.750000,180.287506,135.482330,6357104
2008-09-19,194.925003,194.925003,182.524994,191.712494,144.067978,9544368
2008-09-22,217.000000,217.000000,188.250000,191.699997,144.058563,4472944
2008-09-23,178.837494,191.925003,178.837494,180.250000,135.454117,2966120
2008-09-24,181.137497,187.000000,172.574997,178.262497,133.960526,7380724
2008-09-25,178.274994,179.962494,167.762497,172.100006,129.329544,15122632
2008-09-26,175.000000,175.000000,166.550003,169.050003,127.037567,4217244
2008-09-29,169.699997,169.699997,153.000000,155.000000,116.479301,5578636
2008-09-30,148.000000,169.175003,147.500000,166.399994,125.046112,8391372
2008-10-01,167.399994,171.225006,161.337494,167.937500,126.201546,6017916
2008-10-03,166.237503,166.237503,160.587494,164.375000,123.524391,4172404
2008-10-06,162.812500,162.812500,150.000000,154.750000,116.291382,5882984
2008-10-07,157.787506,166.250000,141.500000,143.975006,108.194221,8884604
2008-10-08,138.750000,140.737503,127.000000,136.649994,102.689651,8301380
2008-10-10,135.000000,137.500000,120.099998,131.199997,98.594078,13742076
2008-10-13,131.987503,150.725006,131.199997,143.212494,107.621223,13866024
2008-10-14,149.750000,154.850006,145.337494,148.175003,111.350449,7424624
2008-10-15,146.250000,147.162506,133.824997,135.774994,102.032112,5308752
2008-10-16,131.250000,132.175003,116.974998,123.750000,92.995590,8031800
2008-10-17,125.000000,132.250000,111.250000,113.462502,85.264725,9743540
2008-10-20,124.162498,126.250000,113.812500,122.837502,92.309822,12413060
2008-10-21,134.600006,141.975006,123.337502,139.774994,105.038025,11804900
2008-10-22,138.750000,138.750000,127.775002,136.662506,102.699036,6020668
2008-10-23,131.162506,147.000000,125.312500,136.824997,102.821190,10501016
2008-10-24,125.925003,134.100006,110.000000,124.712502,93.718864,8479936
2008-10-27,120.250000,129.500000,103.837502,124.187500,93.324310,8972576
2008-10-29,140.500000,143.750000,132.562500,135.199997,102.217323,10955572
2008-10-31,142.250000,148.750000,132.437500,134.375000,101.593575,10375980
2008-11-03,139.987503,145.750000,131.762497,136.850006,103.464752,7532020
2008-11-04,149.149994,149.149994,122.500000,127.125000,96.112282,9422540
2008-11-05,128.750000,137.225006,125.000000,126.599998,95.715317,9233164
2008-11-06,132.125000,132.125000,120.525002,125.050003,94.543465,7861916
2008-11-07,125.000000,133.750000,121.437500,131.287506,99.259315,5877720
2008-11-10,137.475006,138.125000,128.762497,136.612503,103.285240,4099016
2008-11-11,135.500000,136.937500,130.000000,132.212494,99.958626,6498776
2008-11-12,132.212494,138.612503,128.762497,133.725006,101.102173,7742044
2008-11-14,136.250000,137.125000,130.875000,132.712494,100.336662,6617464
2008-11-17,132.250000,134.250000,126.375000,129.750000,98.096886,8090972
2008-11-18,130.000000,130.000000,120.000000,120.787498,91.320808,9755152
2008-11-19,122.500000,124.000000,117.925003,120.662498,91.226303,8175088
2008-11-20,120.000000,120.000000,115.000000,118.250000,89.402328,5016448
2008-11-21,117.425003,129.250000,115.000000,126.612503,95.724785,6845692
2008-11-24,126.000000,132.912506,122.562500,129.975006,98.266998,8370556
2008-11-25,129.774994,134.987503,125.012497,126.000000,95.261696,5774020
2008-11-26,125.812500,132.500000,124.287498,131.862503,99.694000,6135556
2008-11-27,131.862503,131.862503,131.862503,131.862503,99.694000,0
2008-11-28,129.500000,142.000000,129.500000,139.850006,105.732933,12138064
2008-12-01,139.850006,148.437500,139.087494,141.037506,106.630707,11958704
2008-12-02,142.500000,142.500000,130.762497,133.212494,100.714684,6658808
2008-12-03,134.087494,137.925003,130.399994,133.699997,101.083252,9997992
2008-12-04,133.750000,138.425003,125.837502,137.350006,103.842804,8256508
2008-12-05,134.600006,136.324997,129.562500,130.449997,98.626083,7105448
2008-12-08,133.750000,136.562500,128.100006,130.562500,98.711151,7621404
2008-12-10,137.449997,139.199997,132.375000,135.262497,102.264549,8088380
2008-12-11,137.425003,137.425003,125.500000,126.912498,95.951607,7300252
2008-12-12,127.487503,127.487503,118.812500,120.324997,90.971130,7121036
2008-12-15,125.500000,125.500000,116.812500,117.412498,88.769157,5997716
2008-12-16,117.500000,121.224998,116.250000,119.837502,90.602570,5847868
2008-12-17,121.337502,123.000000,118.000000,119.324997,90.215073,6476068
2008-12-18,118.724998,128.524994,118.000000,127.625000,96.490273,5723936
2008-12-19,125.750000,133.500000,123.525002,128.387497,97.066750,4943988
2008-12-22,129.875000,129.875000,125.849998,127.637497,96.499741,4106852
2008-12-23,123.800003,127.900002,123.062500,125.150002,94.619072,3567120
2008-12-24,124.175003,126.187500,118.062500,119.537498,90.375740,9148436
2008-12-26,116.300003,123.750000,116.300003,117.912498,89.147202,3154564
2008-12-29,119.000000,119.875000,115.000000,119.199997,90.120598,4875608
2008-12-30,121.250000,123.375000,117.500000,120.637497,91.207420,3522528
2008-12-31,123.074997,123.074997,118.062500,119.474998,90.328476,2543696
2009-01-02,124.262497,127.175003,123.537498,124.574997,94.184326,5375740
2009-01-05,125.500000,130.750000,124.500000,128.812500,97.388084,4829776
2009-01-06,128.750000,130.500000,124.562500,126.599998,95.715317,5918992
2009-01-07,129.750000,129.949997,116.150002,126.199997,95.412903,9013828
2009-01-09,124.974998,137.449997,121.250000,134.237503,101.489609,14219980
2009-01-12,127.912498,132.500000,126.275002,128.137497,96.877731,7595416
2009-01-13,124.900002,134.250000,122.050003,131.412506,99.353806,13359808
2009-01-14,132.000000,139.399994,132.000000,134.737503,101.867630,5958904
2009-01-15,130.000000,130.750000,124.587502,127.612503,96.480843,7171524
2009-01-16,127.175003,129.750000,121.625000,125.750000,95.072701,9790076
2009-01-19,129.475006,129.475006,121.824997,125.187500,94.647408,6868376
2009-01-20,123.675003,126.974998,122.500000,124.112503,93.834686,4635196
2009-01-21,122.750000,125.250000,121.250000,123.074997,93.050247,3669860
2009-01-22,123.750000,126.012497,120.787498,124.150002,93.863007,4848136
2009-01-23,122.525002,124.724998,120.824997,121.537498,91.887840,3031220
2009-01-27,122.750000,128.750000,122.750000,124.775002,94.335556,5243956
2009-01-28,118.800003,127.500000,118.800003,126.862503,96.493828,4789396
2009-01-29,128.012497,129.500000,124.025002,128.500000,97.739311,10017036
2009-01-30,126.250000,128.750000,124.574997,127.900002,97.282928,8707524
2009-02-02,127.199997,127.199997,121.787498,122.824997,93.422829,3234692
2009-02-03,123.250000,127.449997,123.250000,124.962502,95.048637,3808560
2009-02-04,125.750000,128.225006,123.250000,124.662498,94.820412,2484756
2009-02-05,125.000000,125.650002,119.562500,120.724998,91.825478,4341548
2009-02-06,122.500000,126.974998,121.750000,125.699997,95.609573,6840388
2009-02-09,125.000000,130.912506,124.162498,128.750000,97.929474,4595224
2009-02-10,129.250000,132.000000,127.750000,131.149994,99.754951,6790772
2009-02-11,129.500000,130.750000,128.000000,128.687500,97.881920,4502732
2009-02-12,128.000000,128.925003,126.025002,127.474998,96.959679,2844372
2009-02-13,127.500000,130.000000,126.750000,127.800003,97.206902,3257208
2009-02-16,126.900002,128.737503,124.500000,125.187500,95.219757,2501996
2009-02-17,124.000000,124.949997,120.000000,121.312500,92.272385,2950388
2009-02-18,120.337502,122.724998,119.250000,120.187500,91.416672,2629412
2009-02-19,120.500000,123.199997,119.750000,122.375000,93.080521,3477072
2009-02-20,121.625000,121.875000,116.074997,118.512497,90.142654,4771388
2009-02-24,117.500000,118.925003,115.125000,117.224998,89.163361,4495532
2009-02-25,117.500000,121.199997,117.500000,120.187500,91.416672,5517928
2009-02-26,120.250000,122.650002,119.250000,120.550003,91.692406,8808288
2009-02-27,120.500000,122.250000,113.812500,120.775002,91.863548,6750148
2009-03-02,118.525002,120.500000,113.699997,114.962502,87.442444,3988944
2009-03-03,113.000000,116.500000,109.837502,111.550003,84.846832,3560896
2009-03-04,112.000000,116.112503,111.550003,115.137497,87.575562,3258300
2009-03-05,116.237503,117.724998,114.500000,115.800003,88.079468,4284496
2009-03-06,115.000000,121.212502,114.412498,120.425003,91.597343,5805604
2009-03-09,117.775002,120.000000,114.750000,115.750000,88.041443,4535184
2009-03-12,115.412498,121.250000,115.412498,119.349998,90.779671,8617456
2009-03-13,118.337502,127.500000,118.337502,126.712502,96.379684,10199700
2009-03-16,127.500000,130.699997,125.599998,129.949997,98.842201,4672896
2009-03-17,128.750000,129.500000,123.262497,124.387497,94.611252,6946172
2009-03-18,125.000000,128.625000,125.000000,126.287498,96.056450,6413800
2009-03-19,126.375000,129.500000,125.400002,128.737503,97.919945,7382584
2009-03-20,132.225006,132.225006,126.375000,127.449997,96.940651,4139380
2009-03-23,131.125000,132.399994,127.750000,129.912506,98.813683,4587312
2009-03-24,130.550003,133.125000,128.050003,130.412506,99.194008,6681544
2009-03-25,125.912498,132.475006,125.912498,131.500000,100.021149,3831616
2009-03-26,128.162506,144.487503,128.162506,139.612503,106.191658,15230328
2009-03-27,134.162506,146.250000,134.162506,143.712494,109.310158,7079424
2009-03-30,133.437500,142.500000,129.500000,130.812500,99.498230,5148188
2009-03-31,131.250000,135.975006,131.250000,134.637497,102.407593,4777672
2009-04-01,134.000000,138.449997,130.125000,136.125000,103.539032,6724568
2009-04-02,136.412506,146.750000,136.412506,144.687500,110.051796,8503764
2009-04-06,146.199997,148.500000,143.925003,144.887497,110.203941,5414580
2009-04-08,146.274994,153.425003,140.250000,151.037506,114.881752,10193512
2009-04-09,153.000000,154.975006,148.562500,150.637497,114.577461,6586724
2009-04-13,151.125000,152.250000,143.800003,148.062500,112.618881,4121008
2009-04-15,137.887497,145.449997,137.512497,144.425003,109.852142,9767236
2009-04-16,145.000000,147.250000,141.800003,143.012497,108.777756,8868964
2009-04-17,144.199997,149.875000,141.274994,143.274994,108.977417,6664024
2009-04-20,138.187500,145.449997,138.187500,140.350006,106.752625,5330200
2009-04-21,144.899994,147.125000,136.250000,137.687500,104.727486,11488980
2009-04-22,140.000000,141.149994,134.287506,135.737503,103.244293,6584924
2009-04-23,137.375000,143.212494,136.300003,142.024994,108.026619,7373712
2009-04-24,139.987503,146.750000,139.987503,145.975006,111.031082,5377524
2009-04-27,145.962494,152.199997,143.125000,150.475006,114.453865,8141124
2009-04-28,149.774994,151.962494,144.087494,149.625000,113.807358,8388692
2009-04-29,150.500000,157.250000,150.500000,155.899994,118.580200,10531292
2009-04-30,155.524994,155.524994,155.524994,155.524994,118.294960,0
2009-05-04,157.750000,174.899994,157.537506,166.600006,126.718842,11142936
2009-05-05,167.250000,168.737503,159.024994,162.750000,123.790451,8822316
2009-05-06,159.562500,162.425003,153.750000,158.837494,120.814568,52522096
2009-05-07,159.000000,161.250000,154.824997,157.925003,120.120461,7738864
2009-05-08,157.000000,160.500000,154.625000,157.737503,119.977867,9001752
2009-05-11,159.625000,159.912506,152.250000,153.812500,116.992432,5298612
2009-05-12,152.500000,161.449997,152.500000,160.274994,121.907921,9487452
2009-05-13,160.500000,161.225006,153.750000,155.425003,118.218987,7324800
2009-05-14,154.500000,156.750000,151.324997,154.949997,117.857605,9443176
2009-05-15,156.000000,163.712494,156.000000,161.012497,122.468872,10942472
2009-05-18,191.649994,197.899994,173.750000,185.962494,141.446259,73380
2009-05-19,187.500000,187.500000,163.899994,167.437500,127.355843,13015576
2009-05-20,167.500000,175.487503,165.750000,169.162506,128.667908,8507664
2009-05-21,167.500000,171.250000,161.000000,161.862503,123.115402,4459324
2009-05-22,157.500000,161.250000,157.500000,158.512497,120.567314,5861456
2009-05-25,159.000000,161.000000,155.662506,157.837494,120.053902,5673644
2009-05-26,158.737503,159.912506,155.125000,156.112503,118.741913,6058900
2009-05-27,157.699997,163.000000,157.699997,162.137497,123.324562,9222868
2009-05-28,155.850006,168.475006,155.850006,165.800003,126.110321,16863676
2009-05-29,167.187500,177.500000,163.162506,176.149994,133.982712,13871224
2009-06-01,168.337494,177.462494,168.337494,174.412506,132.661179,7905804
2009-06-02,175.000000,177.500000,172.500000,173.687500,132.109680,4118172
2009-06-03,172.500000,176.187500,170.774994,174.212494,132.509018,3914944
2009-06-04,171.750000,177.250000,171.587494,176.800003,134.477051,7020704
2009-06-05,177.250000,182.175003,174.087494,180.337494,137.167847,13220132
2009-06-08,181.175003,187.437500,180.000000,185.524994,141.113480,9267824
2009-06-09,182.774994,198.750000,182.774994,195.537506,148.729233,9690708
2009-06-10,196.250000,201.250000,191.812500,195.449997,148.662643,9383796
2009-06-11,197.000000,198.112503,192.500000,193.774994,147.388672,3883200
2009-06-12,196.250000,198.699997,190.300003,191.137497,145.382462,6358660
2009-06-15,191.175003,196.250000,188.750000,194.500000,147.940063,6595868
2009-06-16,191.649994,196.750000,185.600006,194.574997,148.954361,4344006
2009-06-17,196.000000,197.500000,187.500000,189.375000,144.973557,3741568
2009-06-18,189.000000,196.500000,186.024994,188.199997,144.074112,4753108
2009-06-19,188.500000,196.000000,187.500000,189.899994,145.375473,7727732
2009-06-22,192.199997,193.899994,184.000000,184.824997,141.490448,4106208
2009-06-23,180.000000,188.875000,179.000000,183.324997,140.342072,5135694
2009-06-24,186.475006,194.250000,180.100006,190.875000,146.121872,7303954
2009-06-25,191.000000,196.000000,185.149994,190.250000,145.643448,9694662
2009-06-26,191.250000,202.199997,188.274994,198.699997,152.112289,6099700
2009-06-29,199.925003,201.000000,191.675003,193.100006,147.825119,4745206
2009-06-30,193.750000,199.000000,191.574997,194.925003,149.222290,5923948
2009-07-01,193.550003,197.500000,191.225006,196.475006,150.408936,3684738
2009-07-02,195.000000,197.649994,190.600006,195.000000,149.279755,3715428
2009-07-03,192.500000,196.199997,192.500000,195.475006,149.643311,2919844
2009-07-06,198.500000,199.225006,189.175003,190.350006,145.719925,4488916
2009-07-07,192.000000,196.625000,190.000000,194.574997,148.954361,3804568
2009-07-08,194.350006,194.449997,184.125000,190.574997,145.892227,6694766
2009-07-09,191.050003,195.550003,185.500000,194.074997,148.571640,3964808
2009-07-10,195.500000,200.725006,195.000000,197.574997,151.250961,7468748
2009-07-13,195.000000,200.500000,194.125000,198.750000,152.150543,5119832
2009-07-14,202.500000,205.550003,200.199997,203.475006,155.767639,4464136
2009-07-15,205.449997,213.649994,205.000000,211.574997,161.968430,4470094
2009-07-16,214.000000,217.399994,206.600006,209.899994,160.686310,7596876
2009-07-17,210.699997,222.875000,210.500000,217.050003,166.159775,9094956
2009-07-20,222.500000,257.450012,222.500000,250.274994,191.594818,34539536
2009-07-21,251.500000,256.575012,237.024994,238.800003,182.810272,13005820
2009-07-22,241.850006,242.500000,226.149994,233.149994,178.484909,10674690
2009-07-23,235.500000,241.449997,235.000000,237.824997,182.063889,7662678
2009-07-24,245.000000,245.000000,238.000000,242.274994,185.470459,7909322
2009-07-27,241.000000,244.475006,238.550003,240.149994,184.605667,4652338
2009-07-28,242.175003,242.475006,235.649994,240.324997,184.740204,6334984
2009-07-29,240.000000,252.350006,237.500000,249.899994,192.100632,11072150
2009-07-30,252.625000,272.500000,245.125000,266.549988,204.899673,15672482
2009-07-31,269.500000,270.000000,260.700012,262.975006,202.151535,5634966
2009-08-03,265.000000,267.424988,260.549988,265.825012,204.342377,3520548
2009-08-04,260.250000,270.600006,260.250000,265.075012,203.765869,5481292
2009-08-05,264.750000,268.475006,253.774994,264.500000,203.323792,6424010
2009-08-06,264.500000,267.200012,257.100006,258.700012,198.865326,4178748
2009-08-07,258.299988,260.975006,253.050003,254.550003,195.675110,4552666
2009-08-10,257.575012,275.875000,257.000000,269.524994,207.186646,10623976
2009-08-11,268.750000,279.000000,267.049988,270.950012,208.281921,8843480
2009-08-12,267.500000,268.000000,255.500000,259.825012,199.730103,11326536
2009-08-13,267.200012,267.200012,259.799988,263.375000,202.458984,10033928
2009-08-14,265.000000,265.000000,259.000000,260.750000,200.441132,5151814
2009-08-17,258.399994,258.750000,252.625000,255.074997,196.078674,5962820
2009-08-18,252.500000,257.424988,249.750000,254.425003,195.579041,8149844
2009-08-19,256.399994,257.350006,247.000000,249.024994,191.428009,5603370
2009-08-20,252.449997,254.199997,249.050003,250.500000,192.561844,3660960
2009-08-21,251.000000,256.250000,247.500000,254.625000,195.732834,6929022
2009-08-24,257.975006,262.924988,256.774994,260.774994,200.460373,4207204
2009-08-25,259.000000,265.500000,257.049988,264.149994,203.054688,5529298
2009-08-26,263.350006,277.500000,263.274994,274.250000,210.818695,8852624
2009-08-27,275.000000,283.000000,270.500000,273.875000,210.530457,10230928
2009-08-28,272.875000,275.000000,265.549988,270.399994,207.859268,4563136
2009-08-31,265.500000,266.899994,260.649994,263.524994,202.574310,7170352
2009-09-01,267.500000,268.174988,259.549988,263.450012,202.516617,9862194
2009-09-02,260.500000,271.450012,260.500000,267.299988,205.476135,8161418
2009-09-03,269.950012,272.200012,265.225006,266.825012,205.111069,7796744
2009-09-04,270.000000,272.000000,263.600006,265.950012,204.438431,6263446
2009-09-07,267.899994,276.774994,266.799988,275.475006,211.760315,5925720
2009-09-08,275.950012,285.250000,274.825012,277.325012,213.182495,9892042
2009-09-09,278.000000,282.399994,271.575012,280.225006,215.411713,7532186
2009-09-10,282.000000,284.500000,276.024994,278.274994,213.912735,4898914
2009-09-11,280.500000,284.500000,277.750000,280.174988,215.373291,9130296
2009-09-14,266.825012,281.950012,266.825012,279.549988,214.892914,3200972
2009-09-15,282.000000,287.850006,281.000000,285.950012,219.812561,4308186
2009-09-16,289.500000,289.975006,282.600006,285.250000,219.274536,5816522
2009-09-17,287.500000,294.000000,286.500000,291.475006,224.059784,5283220
2009-09-18,292.500000,295.000000,289.500000,292.000000,224.463287,3925348
2009-09-22,294.975006,303.000000,291.125000,301.325012,231.631622,3763280
2009-09-23,304.000000,305.825012,293.625000,295.450012,227.115448,4522410
2009-09-24,294.000000,304.649994,291.000000,301.274994,231.593079,6803348
2009-09-25,277.500000,299.000000,277.500000,293.700012,225.770203,3068206
2009-09-29,297.475006,307.225006,295.500000,305.200012,234.610306,7146124
2009-09-30,307.475006,311.399994,306.100006,310.500000,238.684433,4373424
2009-10-01,309.000000,324.950012,307.524994,314.924988,242.085938,5686944
